,cluster
MICAL2,140
MICAL3,35
MICALL1,180
MICALL2,20
MICB,179
MICU1,115
MICU2,44
MICU3,53
MID1,167
MID1IP1,175
MID2,35
MIDEAS,64
MIEF1,199
MIEF2,138
MIEN1,122
MIER1,157
MIER2,56
MIER3,88
MIF,124
MIF4GD,175
MIGA1,49
MIGA2,182
MINAR1,49
MINAR2,174
MINDY1,129
MINDY2,178
MINDY3,37
MINDY4,5
MINK1,77
MIP,18
MIPEP,72
MIS18A,99
MISP,56
MITF,81
MIXL1,199
MKI67,59
MKKS,29
MKNK1,2
MKNK2,139
MKRN1,183
MKRN2,64
MKRN3,188
MKS1,136
MKX,67
MLF1,36
MLF2,155
MLH1,70
MLH3,8
MLKL,44
MLLT1,114
MLLT10,179
MLLT3,46
MLLT6,122
MLNR,169
MLPH,74
MLX,50
MLXIPL,126
MMAA,143
MMD,85
MMD2,74
MME,1
MMEL1,7
MMGT1,85
MMP1,36
MMP10,36
MMP11,191
MMP13,96
MMP14,175
MMP15,189
MMP16,36
MMP17,78
MMP19,137
MMP2,49
MMP20,29
MMP21,172
MMP23B,75
MMP24,49
MMP25,200
MMP26,64
MMP27,29
MMP28,123
MMP3,60
MMP7,29
MMP8,29
MMP9,174
MMRN1,5
MMRN2,177
MMUT,3
MNDA,191
MNT,116
MOAP1,47
MOB1A,48
MOB1B,52
MOB2,14
MOB3A,58
MOB3B,96
MOB3C,189
MOB4,152
MOBP,96
MOCOS,67
MOCS2,32
MOCS3,99
MOG,194
MOGAT1,172
MOGAT2,130
MOGAT3,126
MOK,6
MON1B,166
MON2,147
MORC1,8
MORC2,197
MORC3,157
MORC4,64
MORF4L1,62
MORF4L2,139
MORN1,75
MORN2,32
MORN3,18
MOS,137
MOV10,65
MOV10L1,98
MOXD1,155
MPC1,112
MPC2,112
MPDU1,146
MPDZ,88
MPHOSPH8,197
MPL,136
MPND,69
MPO,136
MPP1,62
MPP2,4
MPP3,124
MPP4,54
MPP7,50
MPPED1,63
MPPED2,32
MPRIP,159
MPST,190
MPV17,178
MPV17L,17
MPV17L2,199
MPZ,19
MPZL1,164
MPZL2,79
MPZL3,79
MR1,94
MRAS,167
MRC1,14
MRC2,140
MRFAP1,84
MRFAP1L1,74
MRGPRD,119
MRGPRE,179
MRGPRF,119
MRGPRG,55
MRGPRX1,33
MRGPRX2,186
MRGPRX3,181
MRGPRX4,48
MRI1,198
MRM1,122
MRM2,72
MRM3,72
MRO,26
MROH1,76
MROH2B,43
MROH6,76
MROH7,173
MROH9,24
MRPL11,71
MRPL13,72
MRPL14,72
MRPL2,72
MRPL38,72
MRPL39,72
MRPL58,72
MRPS11,72
MRPS12,72
MRPS5,72
MRPS7,72
MRPS9,72
MRTFA,70
MRTFB,189
MS4A1,32
MS4A10,188
MS4A12,24
MS4A13,31
MS4A14,32
MS4A15,125
MS4A2,24
MS4A3,24
MS4A4A,48
MS4A5,24
MS4A6A,24
MS4A6E,31
MS4A7,32
MS4A8,125
MSANTD2,79
MSC,55
MSGN1,174
MSH2,44
MSH3,67
MSH4,155
MSH5,125
MSH6,44
MSI1,142
MSI2,3
MSL3,63
MSLN,60
MSMB,155
MSMO1,38
MSMP,67
MSN,162
MSR1,39
MSRA,54
MSRB1,20
MSRB2,192
MSRB3,171
MSS51,171
MST1R,174
MSTN,5
MSX1,63
MSX2,190
MT1A,5
MT1B,52
MT1E,61
MT1F,96
MT1G,164
MT1H,55
MT1HL1,49
MT1M,67
MT1X,49
MT2A,164
MT3,10
MT4,36
MTA1,60
MTA2,115
MTA3,29
MTAP,57
MTARC1,191
MTARC2,62
MTCH1,187
MTCH2,71
MTCL1,22
MTCL2,135
MTCP1,69
MTDH,44
MTERF1,44
MTERF2,31
MTF1,113
MTF2,154
MTFR1,2
MTFR1L,175
MTFR2,66
MTG1,72
MTG2,72
MTHFD1,111
MTHFD1L,118
MTHFD2,118
MTHFD2L,155
MTHFR,190
MTHFS,44
MTIF2,72
MTM1,5
MTMR1,142
MTMR10,30
MTMR11,129
MTMR12,62
MTMR2,31
MTMR3,4
MTMR4,68
MTMR6,110
MTMR7,16
MTMR8,28
MTMR9,110
MTNR1A,98
MTNR1B,132
MTOR,149
MTPAP,72
MTPN,20
MTR,111
MTREX,101
MTRF1,6
MTRF1L,72
MTRR,111
MTSS1,131
MTSS2,171
MTUS1,7
MTUS2,167
MTX1,129
MTX2,71
MTX3,145
MUC12,70
MUC15,138
MUC17,55
MUC4,74
MUC5B,168
MUC6,169
MUSK,164
MUSTN1,189
MUTYH,136
MVK,111
MX1,157
MX2,182
MXD1,164
MXD3,74
MXD4,190
MXI1,196
MXRA5,74
MXRA8,75
MYADM,170
MYADML2,73
MYB,115
MYBL1,5
MYBL2,114
MYBPC1,166
MYBPC2,132
MYBPC3,177
MYBPH,182
MYBPHL,153
MYC,116
MYCBPAP,200
MYCL,128
MYCN,92
MYEF2,43
MYF5,142
MYF6,8
MYH1,5
MYH10,54
MYH11,144
MYH13,5
MYH14,104
MYH15,127
MYH2,125
MYH3,1
MYH4,1
MYH6,121
MYH7,167
MYH8,5
MYH9,108
MYL1,174
MYL10,140
MYL11,133
MYL12A,108
MYL12B,108
MYL2,193
MYL3,127
MYL4,70
MYL5,60
MYL6,108
MYL6B,157
MYL7,14
MYL9,14
MYLIP,103
MYLK,68
MYLK2,135
MYLK3,186
MYLK4,172
MYMK,174
MYNN,44
MYO10,152
MYO15A,138
MYO16,68
MYO18A,123
MYO18B,170
MYO19,122
MYO1A,124
MYO1B,171
MYO1C,64
MYO1D,38
MYO1E,166
MYO1F,54
MYO1G,21
MYO1H,181
MYO3A,2
MYO3B,143
MYO5A,192
MYO5B,196
MYO5C,42
MYO6,37
MYO7A,130
MYO7B,167
MYO9A,159
MYO9B,105
MYOC,96
MYOCD,43
MYOD1,182
MYOF,68
MYOG,182
MYOM1,132
MYOM2,61
MYOM3,96
MYOT,35
MYOZ1,138
MYOZ2,63
MYOZ3,18
MYPN,8
MYRF,159
MYRIP,170
MYSM1,82
MYT1,77
MYT1L,141
MYZAP,185
MZF1,60
MZT2A,181
MZT2B,141
N4BP1,107
N4BP2,138
N4BP2L1,193
N4BP2L2,157
NAA10,170
NAA11,136
NAA15,59
NAA16,37
NAA20,101
NAA25,101
NAA30,70
NAA50,102
NAAA,174
NAALAD2,164
NAALADL1,119
NAALADL2,186
NAB1,36
NAB2,65
NABP1,44
NABP2,37
NACA,200
NACA2,137
NACAD,66
NACC1,189
NACC2,168
NAE1,99
NAGA,132
NAGPA,96
NALCN,175
NALF1,170
NALF2,41
NAMPT,111
NANOGNB,26
NANOS1,55
NANOS2,4
NANOS3,166
NANP,23
NAP1L1,44
NAP1L2,44
NAP1L3,44
NAP1L4,28
NAP1L5,189
NAPA,13
NAPB,155
NAPG,150
NAPRT,76
NAPSA,145
NARF,47
NARS1,101
NARS2,72
NAT1,60
NAT14,190
NAT2,20
NAT8,125
NAT8L,65
NAV1,7
NAV2,66
NAV3,50
NAXE,171
NBEA,43
NBEAL1,194
NBEAL2,174
NBL1,175
NBPF3,33
NCALD,34
NCAM2,38
NCAN,157
NCAPD2,102
NCAPD3,102
NCBP2,101
NCCRP1,120
NCEH1,37
NCF1,164
NCF2,5
NCF4,5
NCK1,30
NCK2,189
NCKAP1,152
NCKAP1L,113
NCKAP5,15
NCKAP5L,30
NCL,100
NCOA1,29
NCOA2,49
NCOA3,48
NCOA7,192
NCOR1,109
NCOR2,89
NCR1,191
NCR2,138
NCR3,174
NCR3LG1,14
NCS1,68
NDE1,162
NDEL1,47
NDFIP1,48
NDFIP2,54
NDN,170
NDOR1,99
NDRG1,11
NDRG2,121
NDRG3,113
NDRG4,189
NDST1,151
NDST2,165
NDST3,9
NDST4,26
NDUFA10,72
NDUFA4,72
NDUFA4L2,16
NDUFAB1,101
NDUFAF6,72
NDUFS1,72
NDUFS4,128
NEB,174
NEBL,37
NECAB1,23
NECAB2,48
NECAB3,156
NECAP1,26
NECAP2,175
NECTIN1,79
NECTIN2,158
NECTIN3,48
NECTIN4,181
NEDD1,12
NEDD4,29
NEDD4L,64
NEDD8,102
NEDD9,172
NEFM,143
NEGR1,48
NEIL1,174
NEIL2,96
NEIL3,74
NEK1,48
NEK10,29
NEK11,132
NEK2,48
NEK3,155
NEK4,30
NEK5,24
NEK6,1
NEK7,31
NEK8,123
NEK9,44
NELL1,175
NELL2,189
NEMP1,84
NEMP2,28
NEO1,89
NES,173
NET1,173
NETO1,54
NETO2,1
NEU1,140
NEU2,168
NEU3,16
NEU4,78
NEURL1,78
NEURL1B,55
NEURL4,159
NEUROD1,181
NEUROD2,122
NEUROD4,175
NEUROD6,42
NEUROG1,10
NEUROG2,196
NEUROG3,132
NEXMIF,34
NEXN,34
NF1,108
NF2,105
NFASC,182
NFAT5,90
NFATC1,175
NFATC2,181
NFATC2IP,157
NFATC3,187
NFATC4,37
NFE2,125
NFE2L1,88
NFE2L2,150
NFE2L3,185
NFIA,37
NFIB,62
NFIC,166
NFIL3,43
NFIX,166
NFKB1,117
NFKB2,62
NFKBIA,132
NFKBIB,120
NFKBID,68
NFKBIE,164
NFKBIZ,174
NFS1,162
NFX1,38
NFXL1,38
NFYB,13
NFYC,13
NGDN,101
NGEF,199
NGF,154
NGFR,142
NHERF1,41
NHERF2,8
NHERF4,79
NHLH1,186
NHLH2,166
NHLRC4,78
NHP2,100
NHS,192
NHSL1,142
NHSL3,3
NIBAN1,26
NIBAN2,105
NIBAN3,74
NID1,58
NID2,140
NIM1K,18
NIN,132
NINJ1,174
NINJ2,77
NINL,190
NIP7,100
NIPA1,51
NIPA2,16
NIPAL1,139
NIPAL2,14
NIPAL3,175
NIPAL4,17
NIPSNAP1,144
NIPSNAP2,44
NIPSNAP3A,44
NIPSNAP3B,44
NISCH,174
NIT1,34
NIT2,28
NKAIN1,171
NKAIN2,124
NKAIN4,172
NKAP,13
NKAPL,96
NKD1,4
NKD2,58
NKG7,11
NKIRAS1,157
NKIRAS2,178
NKTR,110
NKX1-2,44
NKX2-1,128
NKX2-2,67
NKX2-3,155
NKX2-4,19
NKX2-5,96
NKX2-8,196
NKX3-1,67
NKX3-2,42
NKX6-1,69
NKX6-2,58
NKX6-3,134
NLGN1,26
NLGN2,9
NLGN3,181
NLGN4X,54
NLK,46
NLN,198
NLRC4,171
NLRC5,136
NLRP1,66
NLRP10,166
NLRP11,54
NLRP12,174
NLRP13,185
NLRP14,42
NLRP2,179
NLRP3,74
NLRP4,36
NLRP5,170
NLRP6,54
NLRP7,5
NLRP8,170
NLRP9,179
NLRX1,79
NMB,186
NMBR,189
NME1,200
NME2,200
NME3,193
NME4,78
NME5,31
NME6,72
NME7,11
NME8,36
NME9,5
NMI,28
NMNAT1,115
NMNAT2,177
NMNAT3,18
NMRK1,30
NMRK2,118
NMT1,114
NMT2,190
NMUR1,61
NMUR2,174
NNMT,79
NOA1,72
NOCT,49
NOD1,63
NOD2,4
NODAL,64
NOL3,67
NOL4,142
NOL4L,135
NOL9,100
NOM1,100
NOMO1,40
NOMO2,46
NONO,82
NOP2,100
NOP56,100
NOP58,100
NOS1,49
NOS1AP,178
NOS2,123
NOS3,168
NOSTRIN,32
NOTCH1,17
NOTCH2,174
NOTCH3,15
NOTCH4,177
NOTO,18
NOVA1,144
NOVA2,67
NOX1,132
NOX3,169
NOX4,143
NOX5,66
NOXA1,179
NOXO1,199
NOXRED1,139
NPAP1,166
NPAS1,186
NPAS2,68
NPAS3,30
NPAS4,119
NPB,73
NPBWR1,124
NPBWR2,77
NPC1,159
NPC1L1,18
NPEPL1,58
NPEPPS,125
NPFFR1,175
NPFFR2,43
NPHP3,167
NPHS1,120
NPHS2,44
NPL,197
NPM2,144
NPM3,174
NPNT,191
NPPA,145
NPPB,53
NPR1,175
NPR2,176
NPR3,188
NPTN,10
NPTX1,73
NPTX2,49
NPTXR,46
NPW,4
NPY,17
NPY1R,32
NPY2R,20
NPY5R,190
NQO1,54
NQO2,172
NR0B1,7
NR0B2,197
NR1D1,122
NR1D2,37
NR1H2,103
NR1H3,67
NR1H4,157
NR1I2,30
NR1I3,125
NR2C1,42
NR2C2,38
NR2E1,174
NR2F1,37
NR2F2,41
NR2F6,41
NR3C1,48
NR3C2,20
NR4A1,177
NR4A2,132
NR4A3,42
NR5A1,6
NR5A2,155
NRAP,193
NRARP,78
NRAS,149
NRBP1,148
NRBP2,78
NRCAM,32
NRDC,27
NRG1,198
NRG2,54
NRG3,70
NRG4,39
NRIP2,60
NRIP3,66
NRK,175
NRL,172
NRN1,5
NRN1L,65
NRP1,105
NRP2,53
NRROS,77
NRSN1,132
NRSN2,69
NRTN,63
NRXN1,142
NRXN2,119
NRXN3,166
NSD1,157
NSD2,199
NSD3,114
NSDHL,38
NSFL1C,37
NSG1,70
NSG2,171
NSMAF,49
NSMCE3,110
NSMCE4A,110
NSRP1,86
NSUN2,37
NSUN3,71
NSUN4,72
NSUN5,126
NSUN6,157
NT5C,182
NT5C1A,49
NT5C1B,167
NT5C2,11
NT5C3A,1
NT5C3B,139
NT5DC1,2
NT5DC2,174
NT5DC3,47
NT5M,3
NTF3,14
NTF4,118
NTHL1,5
NTM,79
NTMT1,193
NTMT2,30
NTN1,169
NTN3,171
NTN4,42
NTN5,60
NTNG1,154
NTNG2,178
NTRK1,173
NTRK2,33
NTRK3,175
NTSR1,69
NTSR2,169
NUAK1,21
NUAK2,108
NUBP1,101
NUBP2,99
NUBPL,72
NUCB1,175
NUCB2,28
NUCKS1,30
NUDC,86
NUDCD2,186
NUDCD3,89
NUDT1,60
NUDT10,59
NUDT11,187
NUDT12,164
NUDT14,47
NUDT16,69
NUDT16L1,67
NUDT17,11
NUDT3,167
NUDT5,187
NUF2,6
NUMA1,86
NUMB,127
NUMBL,18
NUP153,86
NUP210,167
NUP210L,89
NUP214,14
NUP42,37
NUP62,157
NUP62CL,191
NUPR1,138
NUPR2,138
NUTF2,6
NUTM1,185
NUTM2A,183
NUTM2F,48
NUTM2G,48
NVL,100
NWD1,14
NWD2,26
NXF1,13
NXF3,94
NXN,60
NXNL1,36
NXNL2,3
NXPE1,26
NXPE2,79
NXPE3,127
NXPE4,79
NXPH1,26
NXPH2,177
NXPH3,138
NXPH4,198
NXT1,89
NXT2,11
NYAP1,126
NYAP2,89
NYNRIN,5
NYX,74
OAS1,171
OAS2,175
OAS3,11
OASL,77
OAT,141
OAZ1,118
OAZ2,165
OAZ3,125
OBSCN,193
OBSL1,191
OC90,164
OCA2,137
OCEL1,10
OCIAD1,24
OCIAD2,31
OCLN,140
OCM,116
OCM2,116
OCRL,192
OCSTAMP,189
ODAD1,185
ODAD2,66
ODAD3,3
ODC1,118
ODF2,178
ODF2L,37
OGDH,111
OGDHL,137
OGFOD2,175
OGFR,76
OGFRL1,68
OGN,31
OGT,86
OIP5,99
OIT3,165
OLFM1,89
OLFM2,188
OLFM3,154
OLFM4,184
OLFML1,143
OLFML2A,175
OLFML2B,19
OLFML3,153
OLIG1,10
OLIG2,4
OLIG3,183
OLR1,36
OMD,24
OMG,47
ONECUT1,174
ONECUT2,68
ONECUT3,68
OOEP,34
OOSP2,32
OPA1,71
OPCML,79
OPHN1,1
OPN1LW,166
OPN1SW,175
OPN3,58
OPN4,136
OPN5,127
OPRD1,68
OPRK1,124
OPRL1,77
OPRM1,3
OPTC,3
OPTN,166
OR10A2,2
OR10A3,48
OR10A4,141
OR10A5,2
OR10A7,5
OR10AD1,171
OR10AG1,9
OR10C1,184
OR10G2,178
OR10G3,49
OR10G4,79
OR10G7,79
OR10G8,79
OR10G9,79
OR10H1,96
OR10H2,96
OR10H3,40
OR10H4,40
OR10H5,96
OR10J1,10
OR10J5,139
OR10K1,5
OR10K2,198
OR10P1,143
OR10Q1,155
OR10R2,164
OR10T2,144
OR10V1,189
OR10W1,43
OR10Z1,48
OR11A1,43
OR11H4,121
OR11H6,121
OR11L1,95
OR12D3,39
OR13A1,137
OR13C2,94
OR13C3,8
OR13C4,184
OR13C5,94
OR13C8,143
OR13C9,40
OR13D1,139
OR13F1,184
OR13G1,95
OR13H1,42
OR13J1,143
OR14A16,60
OR14C36,95
OR14I1,95
OR14J1,43
OR1A1,141
OR1A2,132
OR1C1,95
OR1D2,181
OR1D5,181
OR1E1,42
OR1E2,181
OR1F1,199
OR1G1,132
OR1I1,196
OR1J1,141
OR1J2,191
OR1J4,143
OR1K1,184
OR1L1,132
OR1L3,66
OR1L4,40
OR1L6,40
OR1L8,198
OR1M1,38
OR1N1,5
OR1N2,143
OR1Q1,132
OR2A12,164
OR2A14,3
OR2A2,97
OR2A25,97
OR2A5,97
OR2AE1,178
OR2AG1,7
OR2AG2,48
OR2AP1,143
OR2AT4,89
OR2B11,96
OR2B2,60
OR2B3,191
OR2B6,171
OR2C1,171
OR2C3,95
OR2D2,192
OR2D3,51
OR2F2,41
OR2G2,95
OR2G3,95
OR2G6,95
OR2H1,7
OR2H2,172
OR2J2,39
OR2J3,94
OR2K2,191
OR2L13,190
OR2L2,9
OR2L3,95
OR2L5,95
OR2M2,95
OR2M3,95
OR2M4,95
OR2M5,95
OR2M7,95
OR2S2,145
OR2T10,95
OR2T12,95
OR2T2,95
OR2T27,95
OR2T29,95
OR2T35,95
OR2T4,20
OR2T5,95
OR2T6,9
OR2T8,95
OR2V1,59
OR2V2,179
OR2W1,59
OR2W3,95
OR2Y1,179
OR2Z1,137
OR3A1,191
OR4A16,43
OR4A47,14
OR4A5,43
OR4B1,140
OR4C11,9
OR4C12,140
OR4C13,167
OR4C15,155
OR4C3,140
OR4C46,14
OR4C6,43
OR4D1,136
OR4D10,49
OR4D11,172
OR4D2,136
OR4D5,79
OR4D6,180
OR4D9,49
OR4E2,140
OR4F15,41
OR4F6,59
OR4K1,14
OR4K13,143
OR4K14,2
OR4K15,49
OR4K17,43
OR4K2,43
OR4K5,43
OR4L1,43
OR4M1,191
OR4N2,16
OR4N5,171
OR4P4,9
OR4S1,184
OR4S2,9
OR4X1,66
OR51A2,2
OR51A4,20
OR51A7,10
OR51B4,171
OR51B5,190
OR51B6,7
OR51D1,10
OR51E1,16
OR51E2,59
OR51F2,132
OR51G2,43
OR51I1,143
OR51I2,184
OR51L1,2
OR51M1,15
OR51Q1,10
OR51S1,178
OR51T1,5
OR51V1,5
OR52A1,15
OR52A5,15
OR52B2,197
OR52B6,94
OR52D1,2
OR52E2,59
OR52E4,199
OR52E6,40
OR52E8,40
OR52H1,16
OR52I1,40
OR52J3,40
OR52K1,5
OR52K2,94
OR52L1,15
OR52M1,60
OR52N1,199
OR52N2,190
OR52N4,51
OR52N5,171
OR52W1,15
OR56A1,15
OR56A3,191
OR56B1,48
OR56B4,2
OR5A1,171
OR5A2,7
OR5AC2,143
OR5AK2,143
OR5AN1,171
OR5AP2,43
OR5AS1,43
OR5AU1,143
OR5B12,43
OR5B17,2
OR5B2,43
OR5B21,43
OR5B3,15
OR5C1,171
OR5D14,180
OR5D16,43
OR5D18,9
OR5F1,9
OR5H14,167
OR5H15,10
OR5H2,143
OR5H6,191
OR5I1,9
OR5J2,43
OR5K1,167
OR5K3,143
OR5K4,59
OR5L2,43
OR5M1,9
OR5M10,9
OR5M11,9
OR5M3,9
OR5M8,41
OR5M9,9
OR5P2,94
OR5P3,40
OR5T1,9
OR5T2,9
OR5T3,9
OR5V1,59
OR5W2,9
OR6A2,89
OR6B1,190
OR6B2,84
OR6B3,84
OR6C1,172
OR6C2,137
OR6C3,156
OR6C4,143
OR6C6,60
OR6C65,9
OR6C68,94
OR6C70,2
OR6C74,9
OR6C75,198
OR6C76,1
OR6F1,190
OR6K2,143
OR6K3,49
OR6M1,79
OR6N1,43
OR6N2,190
OR6P1,10
OR6Q1,43
OR6S1,121
OR6T1,79
OR6V1,191
OR6X1,79
OR6Y1,2
OR7A10,194
OR7A17,181
OR7A5,94
OR7C1,132
OR7C2,132
OR7D2,42
OR7D4,140
OR7E24,15
OR7G1,164
OR7G2,4
OR7G3,164
OR8A1,181
OR8B12,79
OR8B2,79
OR8B3,79
OR8B4,79
OR8B8,79
OR8D1,79
OR8D4,79
OR8G5,79
OR8H1,43
OR8H2,43
OR8H3,43
OR8I2,49
OR8J1,43
OR8J3,43
OR8K1,10
OR8K5,9
OR8S1,5
OR8U1,2
OR9A2,184
OR9A4,97
OR9G1,180
OR9G4,49
OR9I1,42
OR9K2,94
OR9Q1,190
OR9Q2,188
ORAI2,139
ORAI3,180
ORC1,13
ORM1,59
ORM2,59
ORMDL1,198
ORMDL2,64
ORMDL3,122
OS9,195
OSBP,22
OSBP2,54
OSBPL10,47
OSBPL11,38
OSBPL1A,5
OSBPL2,77
OSBPL3,17
OSBPL5,55
OSBPL6,5
OSBPL7,124
OSBPL8,27
OSBPL9,38
OSCAR,62
OSGEP,99
OSGEPL1,5
OSGIN1,166
OSGIN2,2
OSMR,47
OSR1,169
OSR2,17
OTC,15
OTOA,128
OTOF,19
OTOG,175
OTOL1,155
OTOP1,183
OTOP2,182
OTOP3,53
OTOR,32
OTP,55
OTUB1,82
OTUB2,48
OTUD1,67
OTUD3,70
OTUD4,37
OTUD5,87
OTUD6A,16
OTUD6B,37
OTUD7A,166
OTUD7B,64
OTULIN,11
OTULINL,66
OTX1,181
OTX2,67
OVGP1,153
OVOL1,9
OVOL2,178
OXA1L,71
OXCT1,178
OXCT2,41
OXER1,180
OXGR1,35
OXNAD1,36
OXR1,43
OXSM,99
OXSR1,148
OXT,191
OXTR,55
P2RX1,66
P2RX2,78
P2RX3,139
P2RX4,41
P2RX5,67
P2RX6,163
P2RX7,16
P2RY1,190
P2RY10,42
P2RY11,180
P2RY12,6
P2RY13,157
P2RY14,166
P2RY2,130
P2RY4,186
P2RY6,130
P3H1,44
P3H2,17
P3H4,42
P4HA1,48
P4HA2,175
P4HA3,130
P4HB,73
P4HTM,54
PA2G4,185
PAAF1,130
PABIR1,162
PABIR2,139
PABIR3,198
PABPC1,89
PABPC1L,51
PABPC3,145
PABPC4,46
PABPC5,24
PABPN1,13
PABPN1L,51
PACRG,30
PACRGL,28
PACS1,119
PACS2,77
PACSIN1,3
PACSIN2,89
PACSIN3,177
PADI1,118
PADI2,8
PADI3,175
PADI4,175
PAEP,78
PAFAH1B1,162
PAFAH1B2,60
PAFAH1B3,10
PAFAH2,54
PAGE1,34
PAGE2,94
PAGE4,34
PAGE5,37
PAH,38
PAIP1,156
PAIP2,3
PAIP2B,199
PAK1,130
PAK1IP1,100
PAK2,152
PAK3,145
PAK4,152
PAK5,132
PAK6,140
PALD1,173
PALLD,35
PALM,56
PALM3,177
PALMD,154
PALS1,88
PALS2,46
PAMR1,140
PANK1,44
PANK2,31
PANK3,96
PANK4,75
PANX1,174
PANX2,55
PANX3,79
PAOX,20
PAPLN,48
PAPOLA,84
PAPOLG,37
PAPPA,30
PAPPA2,169
PAPSS1,140
PAPSS2,199
PAQR3,198
PAQR4,200
PAQR5,68
PAQR6,129
PAQR7,118
PAQR8,29
PAQR9,55
PARD3,158
PARD3B,16
PARD6A,64
PARD6B,158
PARD6G,78
PARL,33
PARN,99
PARP1,83
PARP10,76
PARP11,27
PARP12,174
PARP14,177
PARP15,18
PARP16,36
PARP2,121
PARP3,191
PARP4,21
PARP6,199
PARP8,28
PARP9,171
PARS2,72
PARVB,98
PARVG,179
PASD1,38
PATE1,79
PATE2,79
PATE3,79
PATE4,79
PATJ,88
PATL1,171
PATL2,5
PATZ1,89
PAX1,5
PAX2,65
PAX3,182
PAX4,191
PAX5,113
PAX6,42
PAX7,171
PAX8,158
PAX9,128
PAXBP1,16
PAXIP1,115
PBX1,90
PBX2,142
PBX3,33
PBX4,36
PC,119
PCBD1,38
PCBD2,157
PCBP1,87
PCBP2,88
PCBP3,193
PCBP4,127
PCCA,96
PCCB,16
PCDH1,188
PCDH10,169
PCDH11X,139
PCDH12,42
PCDH15,155
PCDH17,190
PCDH18,65
PCDH19,173
PCDH20,49
PCDH7,177
PCDH8,132
PCDH9,186
PCDHA1,191
PCDHA10,65
PCDHA11,4
PCDHA12,32
PCDHA13,96
PCDHA2,29
PCDHA3,6
PCDHA4,96
PCDHA5,61
PCDHA6,59
PCDHA7,94
PCDHA8,31
PCDHA9,94
PCDHAC1,55
PCDHAC2,170
PCDHB1,142
PCDHB10,9
PCDHB11,98
PCDHB12,94
PCDHB13,69
PCDHB14,35
PCDHB15,6
PCDHB16,94
PCDHB2,96
PCDHB3,15
PCDHB4,199
PCDHB5,18
PCDHB6,8
PCDHB7,191
PCDHB8,193
PCDHGA1,7
PCDHGA10,55
PCDHGA11,192
PCDHGA12,14
PCDHGA2,36
PCDHGA3,66
PCDHGA4,17
PCDHGA5,17
PCDHGA6,192
PCDHGA7,15
PCDHGA8,94
PCDHGA9,1
PCDHGB1,23
PCDHGB2,124
PCDHGB3,17
PCDHGB4,132
PCDHGB6,55
PCDHGB7,55
PCDHGC3,170
PCDHGC4,142
PCDHGC5,26
PCED1A,55
PCED1B,137
PCGF1,90
PCGF2,122
PCGF3,89
PCGF5,30
PCGF6,164
PCK1,132
PCK2,121
PCLO,20
PCMT1,164
PCMTD1,157
PCMTD2,77
PCNT,83
PCNX1,17
PCNX2,191
PCNX3,119
PCOLCE,126
PCOLCE2,192
PCP4,7
PCP4L1,22
PCSK1,189
PCSK2,5
PCSK4,61
PCSK5,30
PCSK7,170
PCSK9,136
PCTP,136
PCYOX1,67
PCYOX1L,171
PCYT1A,116
PCYT1B,65
PCYT2,113
PDC,44
PDCD1LG2,174
PDCD2,99
PDCD2L,192
PDCD6,61
PDCD7,67
PDCL,149
PDCL2,24
PDCL3,133
PDE10A,78
PDE11A,35
PDE12,72
PDE1A,42
PDE1B,166
PDE1C,14
PDE2A,130
PDE3A,54
PDE3B,48
PDE4A,164
PDE4B,30
PDE4C,138
PDE4D,155
PDE4DIP,129
PDE5A,29
PDE6A,191
PDE6B,89
PDE6C,26
PDE6G,84
PDE6H,37
PDE7A,36
PDE7B,171
PDE8A,60
PDE8B,189
PDE9A,191
PDGFA,182
PDGFB,53
PDGFC,37
PDGFD,29
PDGFRA,171
PDGFRB,190
PDHA1,112
PDHA2,14
PDHB,112
PDHX,140
PDIA2,191
PDIA3,200
PDIA4,97
PDIA5,42
PDIA6,57
PDIK1L,15
PDILT,188
PDK1,36
PDK2,124
PDK3,170
PDK4,26
PDLIM1,108
PDLIM2,199
PDLIM3,74
PDLIM4,178
PDLIM5,198
PDLIM7,61
PDP1,68
PDP2,165
PDPK1,149
PDPR,94
PDS5A,200
PDS5B,200
PDSS1,72
PDSS2,72
PDX1,164
PDXDC1,164
PDXP,67
PDYN,63
PDZD11,124
PDZD2,177
PDZD4,4
PDZD7,173
PDZK1,129
PDZK1IP1,136
PDZRN3,54
PDZRN4,30
PEAK1,30
PEAK3,58
PEAR1,61
PEBP1,180
PEBP4,26
PEDS1,113
PEF1,127
PEG10,138
PEG3,45
PELI1,31
PELI2,124
PELI3,119
PENK,34
PEPD,173
PER1,66
PER2,61
PER3,75
PERP,185
PEX1,103
PEX11A,60
PEX11B,124
PEX5,103
PEX5L,139
PEX6,103
PEX7,113
PF4,181
PF4V1,191
PFKFB1,5
PFKFB2,14
PFKFB3,64
PFKFB4,124
PFKL,180
PFKM,68
PFKP,166
PFN1,116
PFN2,198
PFN3,170
PGAM2,175
PGAM4,191
PGAP1,156
PGAP6,4
PGBD1,36
PGC,138
PGF,171
PGGT1B,101
PGK1,99
PGK2,8
PGLYRP1,182
PGLYRP2,138
PGLYRP3,173
PGLYRP4,186
PGM1,67
PGM2,2
PGM2L1,26
PGM3,111
PGM5,66
PGP,118
PGPEP1,132
PGPEP1L,63
PGR,2
PGRMC1,5
PGRMC2,113
PHACTR2,26
PHACTR3,197
PHACTR4,164
PHAF1,145
PHB1,53
PHB2,53
